id,title,overview,tagline,genres,keywords,cast,director,vote_average,vote_count,popularity,release_year,runtime,original_language,tags
6519,the dukes of hazzard,cousins bo and luke duke with the help of their eyecatching cousin daisy and moonshinerunning uncle jesse try and save the family farm from being destroyed by hazzard countys corrupt commissioner boss hogg their efforts constantly find the duke boys eluding authorities in the general lee their 1969 orange dodge charger that keeps them one step ahead of the dimwitted antics of the small southern towns sheriff roscoe p coltrane,cousins outlaws thrillbillies,"['action', 'adventure', 'comedy']","['sheriff', 'farm', 'bikini', 'redneck', 'moonshine']","['johnnyknoxville', 'seannwilliamscott', 'jessicasimpson', 'willienelson', 'burtreynolds']",['jaychandrasekhar'],5.1,316,15.98212,2005,104.0,en,cousins bo luke duke help eyecatching cousin daisy moonshinerunning uncle jesse try save family farm destroyed hazzard countys corrupt commissioner boss hogg efforts constantly find duke boys eluding authorities general lee 1969 orange dodge charger keeps one step ahead dimwitted antics small southern towns sheriff roscoe p coltrane cousins outlaws thrillbillies action adventure comedy sheriff farm bikini redneck moonshine johnnyknoxville seannwilliamscott jessicasimpson willienelson burtreynolds jaychandrasekhar
8741,the thin red line,based on the graphic novel by james jones the thin red line tells the story of a group of men an army rifle company called cforcharlie who change suffer and ultimately make essential discoveries about themselves during the fierce world war ii battle of guadalcanal it follows their journey from the surprise of an unopposed landing through the bloody and exhausting battles that follow to the ultimate departure of those who survived a powerful frontline cast including sean penn nick nolte woody harrelson and george clooney explodes into action in this hauntingly realistic view of military and moral chaos in the pacific during world war ii,every man fights his own war,"['drama', 'history', 'war']","['basedonnovel', 'japanese', 'worldwarii', 'battleassignment', 'invasion', 'marinecorps', 'u.s.army', 'commander', 'pacific', 'rifle', 'survival', 'jungle', 'infantry', 'steelhelmet', 'sergeant', 'pacificisland', 'soldier', 'battle', 'fighting', 'guadalcanal', 'awol', 'philosophicconflict']","['seanpenn', 'adrienbrody', 'jimcaviezel', 'benchaplin', 'georgeclooney']",['terrencemalick'],7.2,771,40.072583,1998,170.0,en,based graphic novel james jones thin red line tells story group men army rifle company called cforcharlie change suffer ultimately make essential discoveries fierce world war ii battle guadalcanal follows journey surprise unopposed landing bloody exhausting battles follow ultimate departure survived powerful frontline cast including sean penn nick nolte woody harrelson george clooney explodes action hauntingly realistic view military moral chaos pacific world war ii every man fights war drama history war basedonnovel japanese worldwarii battleassignment invasion marinecorps u.s.army commander pacific rifle survival jungle infantry steelhelmet sergeant pacificisland soldier battle fighting guadalcanal awol philosophicconflict seanpenn adrienbrody jimcaviezel benchaplin georgeclooney terrencemalick
49520,the changeup,dave is a married man with two kids and a loving wife and mitch is a single man who is at the prime of his sexual life one fateful night while mitch and dave are peeing in a fountain when lightning strikes they switch bodies,who says men cant change,['comedy'],"['jealousy', 'chance', 'wish', 'change', 'manchange', 'co-worker', 'body-swap']","['oliviawilde', 'ryanreynolds', 'jasonbateman', 'lesliemann', 'mirceamonroe']",['daviddobkin'],5.9,736,32.015477,2011,112.0,en,dave married man two kids loving wife mitch single man prime sexual life one fateful night mitch dave peeing fountain lightning strikes switch bodies says men cant change comedy jealousy chance wish change manchange co-worker body-swap oliviawilde ryanreynolds jasonbateman lesliemann mirceamonroe daviddobkin
1850,man on the moon,a film about the life and career of the eccentric avantgarde comedian andy kaufman,hello my name is andy and this is my movie,"['comedy', 'drama', 'romance']","['showbusiness', 'comedian', 'wrestling']","['jimcarrey', 'courtneylove', 'bobzmuda', 'dannydevito', 'gerrybecker']",['milošforman'],6.9,435,24.444186,1999,118.0,en,film life career eccentric avantgarde comedian andy kaufman hello name andy movie comedy drama romance showbusiness comedian wrestling jimcarrey courtneylove bobzmuda dannydevito gerrybecker milošforman
524,casino,the life of the gambling paradise las vegas and its dark mafia underbelly,no one stays at the top forever,"['drama', 'crime']","['poker', 'drugabuse', '1970s', 'overdose', 'illegalprostitution']","['robertdeniro', 'sharonstone', 'joepesci', 'jameswoods', 'donrickles']",['martinscorsese'],7.8,1307,40.06688,1995,178.0,en,life gambling paradise las vegas dark mafia underbelly one stays top forever drama crime poker drugabuse 1970s overdose illegalprostitution robertdeniro sharonstone joepesci jameswoods donrickles martinscorsese
26389,from paris with love,james reese has a good job as an ambassadors aid in france but his real passion is a side gig working in a minor role in the cia he would love to be a fullfledged agent and cant believe his luck when he lands an assignment with charlie wax triggerhappy charlie soon has james crying for his desk job but when he learns that the same guys theyre trying to catch are after him james realizes that charlie may be his only hope of survival,two agents one city no merci,"['action', 'crime', 'thriller']","['paris', 'cia', 'undercover', 'explosive', 'pimp', 'ambassador', 'antihero', 'revelation', 'french', 'politician', 'firearm', 'deception', 'carcrash', 'gang']","['johntravolta', 'jonathanrhysmeyers', 'kasiasmutniak', 'richarddurden', 'bingyin']",['pierremorel'],6.1,675,27.916284,2010,92.0,en,james reese good job ambassadors aid france real passion side gig working minor role cia would love fullfledged agent cant believe luck lands assignment charlie wax triggerhappy charlie soon james crying desk job learns guys theyre trying catch james realizes charlie may hope survival two agents one city merci action crime thriller paris cia undercover explosive pimp ambassador antihero revelation french politician firearm deception carcrash gang johntravolta jonathanrhysmeyers kasiasmutniak richarddurden bingyin pierremorel
11817,bulletproof monk,a mysterious and immortal tibetan kung fu master who has spent the last 60 years traveling around the world protecting the ancient scroll of the ultimate mentors a selfish street kid in the ancient intricacies of kung fu,a power beyond measure requires a protector without equal,"['action', 'comedy', 'fantasy']","['monk', 'homelessperson', 'injection', 'fall', 'knifefight', 'scroll', 'theforce']","['seannwilliamscott', 'jaimeking', 'karelroden', 'chowyun-fat', 'k.c.collins']",['paulhunter'],5.1,278,15.20707,2003,104.0,en,mysterious immortal tibetan kung fu master spent last 60 years traveling around world protecting ancient scroll ultimate mentors selfish street kid ancient intricacies kung fu power beyond measure requires protector without equal action comedy fantasy monk homelessperson injection fall knifefight scroll theforce seannwilliamscott jaimeking karelroden chowyun-fat k.c.collins paulhunter
2123,me myself irene,rhode island state trooper charlie baileygates has a multiple personality disorder one personality is crazy and aggressive while the other is more friendly and laid back both of these personalities fall in love with the same woman named irene after charlie loses his medication,from gentle to mental,['comedy'],"['schizophrenia', 'ex-cop', 'aftercreditsstinger', 'duringcreditsstinger']","['jimcarrey', 'renéezellweger', 'anthonyanderson', 'robertforster', 'richardjenkins']","['bobbyfarrelly', 'peterfarrelly']",6.1,927,39.001682,2000,116.0,en,rhode island state trooper charlie baileygates multiple personality disorder one personality crazy aggressive friendly laid back personalities fall love woman named irene charlie loses medication gentle mental comedy schizophrenia ex-cop jimcarrey renéezellweger anthonyanderson robertforster richardjenkins bobbyfarrelly peterfarrelly
9907,barnyard,when things get crazy at the farm its up to a boisterous bovine named otis voiced by kevin james to save the day in this computeranimated tale the animals in this barnyard sing dance and party but otiss stern dad sam elliott warns the crew to keep their cool around humans troublemaker otis rarely listens to his pop but when the farmer disappears and the animals go nutty the young cow realizes he must stop the madness,what happens in the barn stays in the barn,"['animation', 'comedy', 'family']","['peasant', 'farm', 'cow', 'cojote', 'family']","['courteneycox', 'kevinjames', 'samelliott', 'dannyglover', 'wandasykes']",['steveoedekerk'],5.3,225,10.430832,2006,90.0,en,things get crazy farm boisterous bovine named otis voiced kevin james save day computeranimated tale animals barnyard sing dance party otiss stern dad sam elliott warns crew keep cool around humans troublemaker otis rarely listens pop farmer disappears animals go nutty young cow realizes must stop madness happens barn stays barn animation comedy family peasant farm cow cojote family courteneycox kevinjames samelliott dannyglover wandasykes steveoedekerk
9969,deck the halls,two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space,there glows the neighborhood,"['comedy', 'family']","['holiday', 'massachusetts', 'neighbor', 'christmas']","['dannydevito', 'matthewbroderick', 'kristindavis', 'kristinchenoweth', 'fredarmisen']",['johnwhitesell'],5.1,109,5.952527,2006,93.0,en,two neighbors one decorates house holidays brightly seen space glows neighborhood comedy family holiday massachusetts neighbor christmas dannydevito matthewbroderick kristindavis kristinchenoweth fredarmisen johnwhitesell
18239,the twilight saga new moon,forks washington resident bella swan is reeling from the departure of her vampire love edward cullen and finds comfort in her friendship with jacob black a werewolf but before she knows it shes thrust into a centuriesold conflict and her desire to be with edward at any cost leads her to take greater and greater risks,the next chapter begins,"['adventure', 'fantasy', 'drama', 'romance']","['moon', 'cinema', 'vampire', 'werewolf', 'fangvamp']","['kristenstewart', 'robertpattinson', 'taylorlautner', 'billyburke', 'ashleygreene']",['chrisweitz'],5.6,2436,94.815867,2009,130.0,en,forks washington resident bella swan reeling departure vampire love edward cullen finds comfort friendship jacob black werewolf knows shes thrust centuriesold conflict desire edward cost leads take greater greater risks next chapter begins adventure fantasy drama romance moon cinema vampire werewolf fangvamp kristenstewart robertpattinson taylorlautner billyburke ashleygreene chrisweitz
808,shrek,it aint easy bein green especially if youre a likable albeit smelly ogre named shrek on a mission to retrieve a gorgeous princess from the clutches of a firebreathing dragon shrek teams up with an unlikely compatriot a wisecracking donkey,the greatest fairy tale never told,"['adventure', 'animation', 'comedy', 'family', 'fantasy']","['magic', 'liberation', 'lordship', 'castle', 'robinhood', 'enchantment', 'fairy-talefigure', 'princess', 'parody', 'womandirector', 'ogre']","['mikemyers', 'eddiemurphy', 'camerondiaz', 'johnlithgow', 'vincentcassel']","['andrewadamson', 'vickyjenson']",7.3,4056,67.298732,2001,90.0,en,aint easy bein green especially youre likable albeit smelly ogre named shrek mission retrieve gorgeous princess clutches firebreathing dragon shrek teams unlikely compatriot wisecracking donkey greatest fairy tale never told adventure animation comedy family fantasy magic liberation lordship castle robinhood enchantment fairy-talefigure princess parody womandirector ogre mikemyers eddiemurphy camerondiaz johnlithgow vincentcassel andrewadamson vickyjenson
38050,the adjustment bureau,a man glimpses the future fate has planned for him and chooses to fight for his own destiny battling the powerful adjustment bureau across under and through the streets of new york he risks his destined greatness to be with the only woman hes ever loved,fight for your fate,"['sciencefiction', 'thriller', 'romance']","['hotel', 'dancer', 'hat', 'senator', 'future', 'honesty', 'plan', 'kiss', 'speech', 'marriage', 'politician', 'alone', 'fate', 'footchase', 'covertagency', 'courthouse', 'politicalcampaign', 'basedonshortstory']","['mattdamon', 'emilyblunt', 'johnslattery', 'anthonymackie', 'laurenhodges']",['georgenolfi'],6.5,1652,26.60772,2011,106.0,en,man glimpses future fate planned chooses fight destiny battling powerful adjustment bureau across streets new york risks destined greatness woman hes ever loved fight fate sciencefiction thriller romance hotel dancer hat senator future honesty plan kiss speech marriage politician alone fate footchase covertagency courthouse politicalcampaign basedonshortstory mattdamon emilyblunt johnslattery anthonymackie laurenhodges georgenolfi
8367,robin hood prince of thieves,when the dastardly sheriff of nottingham murders robins father the legendary archer vows vengeance to accomplish his mission robin joins forces with a band of exiled villagers and comely maid marian and together they battle to end the evil sheriffs reign of terror,for the good of all men and the love of one woman he fought to uphold justice by breaking the law,['adventure'],"['england', 'crusade', 'mercifulness', 'robinhood', 'folkhero']","['kevincostner', 'morganfreeman', 'christianslater', 'maryelizabethmastrantonio', 'alanrickman']",['kevinreynolds'],6.6,909,28.803729,1991,143.0,en,dastardly sheriff nottingham murders robins father legendary archer vows vengeance accomplish mission robin joins forces band exiled villagers comely maid marian together battle end evil sheriffs reign terror good men love one woman fought uphold justice breaking law adventure england crusade mercifulness robinhood folkhero kevincostner morganfreeman christianslater maryelizabethmastrantonio alanrickman kevinreynolds
9390,jerry maguire,jerry maguire used to be a typical sports agent willing to do just about anything he could to get the biggest possible contracts for his clients plus a nice commission for himself then one day he suddenly has second thoughts about what hes really doing when he voices these doubts he ends up losing his job and all of his clients save rod tidwell an egomaniacal football player,everybody loved him everybody disappeared,"['comedy', 'drama', 'romance']","['stadium', 'career', 'sport', 'sportsagent']","['tomcruise', 'cubagoodingjr.', 'renéezellweger', 'kellypreston', 'alisonarmitage']",['cameroncrowe'],6.7,913,27.039636,1996,139.0,en,jerry maguire used typical sports agent willing anything could get biggest possible contracts clients plus nice commission one day suddenly second thoughts hes really voices doubts ends losing job clients save rod tidwell egomaniacal football player everybody loved everybody disappeared comedy drama romance stadium career sport sportsagent tomcruise cubagoodingjr. renéezellweger kellypreston alisonarmitage cameroncrowe
72105,ted,john bennett a man whose childhood wish of bringing his teddy bear to life came true now must decide between keeping the relationship with the bear or his girlfriend lori,ted is coming,"['comedy', 'fantasy']","['friendship', 'love', 'teddybear', 'toycomestolife', 'wishescometrue']","['markwahlberg', 'milakunis', 'sethmacfarlane', 'joelmchale', 'giovanniribisi']",['sethmacfarlane'],6.3,4697,68.87691,2012,106.0,en,john bennett man whose childhood wish bringing teddy bear life came true must decide keeping relationship bear girlfriend lori ted coming comedy fantasy friendship love teddybear toycomestolife wishescometrue markwahlberg milakunis sethmacfarlane joelmchale giovanniribisi sethmacfarlane
2898,as good as it gets,new york city melvin udall a cranky bigoted obsessivecompulsive writer finds his life turned upside down when neighboring gay artist simon is hospitalized and his dog is entrusted to melvin in addition carol the only waitress who will tolerate him must leave work to care for her sick son making it impossible for melvin to eat breakfast,a comedy from the heart that goes for the throat,"['comedy', 'romance']","['singleparent', 'waitress', 'lonewolf', 'friendship', 'neighbor', 'author', 'cowardliness', 'writer', 'dog', 'rude', 'obnoxious', 'unlikelyfriendship', 'noodlesalad']","['jacknicholson', 'helenhunt', 'gregkinnear', 'cubagoodingjr.', 'skeetulrich']",['jamesl.brooks'],7.2,915,37.885022,1997,139.0,en,new york city melvin udall cranky bigoted obsessivecompulsive writer finds life turned upside neighboring gay artist simon hospitalized dog entrusted melvin addition carol waitress tolerate must leave work care sick son making impossible melvin eat breakfast comedy heart goes throat comedy romance singleparent waitress lonewolf friendship neighbor author cowardliness writer dog rude obnoxious unlikelyfriendship noodlesalad jacknicholson helenhunt gregkinnear cubagoodingjr. skeetulrich jamesl.brooks
10312,patch adams,meet patch adams a doctor who doesnt look act or think like any doctor youve met before for patch humor is the best medicine and hes willing to do just anything to make his patients laugh even if it means risking his own career,laughter is contagious,"['comedy', 'drama']","['nurse', 'hospital', 'doctor', 'laughter']","['robinwilliams', 'philipseymourhoffman', 'bobgunton', 'petercoyote', 'michaeljeter']",['tomshadyac'],7.0,832,35.537397,1998,115.0,en,meet patch adams doctor doesnt look act think like doctor youve met patch humor best medicine hes willing anything make patients laugh even means risking career laughter contagious comedy drama nurse hospital doctor laughter robinwilliams philipseymourhoffman bobgunton petercoyote michaeljeter tomshadyac
109443,anchorman 2 the legend continues,with the 70s behind him san diegos top rated newsman ron burgundy returns to take new yorks first 24hour news channel by storm,its kind of a big deal,['comedy'],"['journalism', 'mustache', 'tvnews', 'newsroom', 'gangwarfare', 'aftercreditsstinger', 'newsspoof', 'tvnewsanchor']","['willferrell', 'stevecarell', 'paulrudd', 'christinaapplegate', 'davidkoechner']",['adammckay'],6.0,923,38.125008,2013,119.0,en,70s behind san diegos top rated newsman ron burgundy returns take new yorks first 24hour news channel storm kind big deal comedy journalism mustache tvnews newsroom gangwarfare newsspoof tvnewsanchor willferrell stevecarell paulrudd christinaapplegate davidkoechner adammckay
2022,mr deeds,when longfellow deeds a smalltown pizzeria owner and poet inherits 40 billion from his deceased uncle he quickly begins rolling in a different kind of dough moving to the big city deeds finds himself besieged by opportunists all gunning for their piece of the pie babe a television tabloid reporter poses as an innocent smalltown girl to do an expos on deeds,small town kid big time right hook,"['comedy', 'romance']","['loveletter', 'newhampshire', 'ferrari', 'liar', 'citycountrycontrast', 'inheritance', 'billionaire', 'newyorkcity', 'kindness', 'fable', 'appletree', 'corporatetakeover', 'chryslerbuilding']","['adamsandler', 'winonaryder', 'johnturturro', 'allencovert', 'petergallagher']",['stevenbrill'],5.6,644,18.121404,2002,96.0,en,longfellow deeds smalltown pizzeria owner poet inherits 40 billion deceased uncle quickly begins rolling different kind dough moving big city deeds finds besieged opportunists gunning piece pie babe television tabloid reporter poses innocent smalltown girl expos deeds small town kid big time right hook comedy romance loveletter newhampshire ferrari liar citycountrycontrast inheritance billionaire newyorkcity kindness fable appletree corporatetakeover chryslerbuilding adamsandler winonaryder johnturturro allencovert petergallagher stevenbrill
37686,super 8,in 1979 ohio several youngsters are making a zombie movie with a super8 camera in the midst of filming the friends witness a horrifying train derailment and are lucky to escape with their lives they soon discover that the catastrophe was no accident as a series of unexplained events and disappearances soon follows deputy jackson lamb the father of one of the kids searches for the terrifying truth behind the crash,it arrives,"['thriller', 'sciencefiction', 'mystery']","['1970s', 'secret', 'alien', 'traincrash', 'pistol', 'firecracker', 'duringcreditsstinger']","['joelcourtney', 'ellefanning', 'rileygriffiths', 'kylechandler', 'ryanlee']",['j.j.abrams'],6.6,2435,37.069253,2011,112.0,en,1979 ohio several youngsters making zombie movie super8 camera midst filming friends witness horrifying train derailment lucky escape lives soon discover catastrophe accident series unexplained events disappearances soon follows deputy jackson lamb father one kids searches terrifying truth behind crash arrives thriller sciencefiction mystery 1970s secret alien traincrash pistol firecracker joelcourtney ellefanning rileygriffiths kylechandler ryanlee j.j.abrams
462,erin brockovich,a twicedivorced mother of three who sees an injustice takes on the bad guy and wins with a little help from her pushup bra erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town she starts investigating and soon exposes a monumental coverup,she brought a small town to its feet and a huge corporation to its knees,['drama'],"['biography', 'basedontruestory', 'singlemother', 'waterpollution', 'environmentallaw']","['juliaroberts', 'albertfinney', 'aaroneckhart', 'marghelgenberger', 'cherryjones']",['stevensoderbergh'],7.1,716,30.347332,2000,131.0,en,twicedivorced mother three sees injustice takes bad guy wins little help pushup bra erin goes work attorney comes across medical records describing illnesses clustered one nearby town starts investigating soon exposes monumental coverup brought small town feet huge corporation knees drama biography basedontruestory singlemother waterpollution environmentallaw juliaroberts albertfinney aaroneckhart marghelgenberger cherryjones stevensoderbergh
9919,how to lose a guy in 10 days,an advice columnist andie anderson kate hudson tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days her editor lana bebe neuwirth loves it and andie goes off to find a man she can use for the experiment enter executive ben berry matthew mcconaughey who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days when andie and ben meet their plans backfire,one of them is lying so is the other,"['comedy', 'romance']","['newyork', 'bet', 'journalist', 'therapist', 'advertisingexpert', 'relationship']","['katehudson', 'matthewmcconaughey', 'kathrynhahn', 'annieparisse', 'adamgoldberg']",['donaldpetrie'],6.3,850,23.854701,2003,116.0,en,advice columnist andie anderson kate hudson tries pushing boundaries write new piece get man leave 10 days editor lana bebe neuwirth loves andie goes find man use experiment enter executive ben berry matthew mcconaughey confident romantic prowess thinks make woman fall love 10 days andie ben meet plans backfire one lying comedy romance newyork bet journalist therapist advertisingexpert relationship katehudson matthewmcconaughey kathrynhahn annieparisse adamgoldberg donaldpetrie
187017,22 jump street,after making their way through high school twice big changes are in store for officers schmidt and jenko when they go deep undercover at a local college but when jenko meets a kindred spirit on the football team and schmidt infiltrates the bohemian art major scene they begin to question their partnership now they dont have to just crack the case they have to figure out if they can have a mature relationship if these two overgrown adolescents can grow from freshmen into real men college might be the best thing that ever happened to them,theyre not 21 anymore,"['crime', 'comedy', 'action']","['highschool', 'undercovercop', 'buddycomedy', 'aftercreditsstinger', 'duringcreditsstinger']","['jonahhill', 'channingtatum', 'davefranco', 'icecube', 'nickofferman']","['phillord', 'christophermiller']",7.0,3319,52.380982,2014,112.0,en,making way high school twice big changes store officers schmidt jenko go deep undercover local college jenko meets kindred spirit football team schmidt infiltrates bohemian art major scene begin question partnership dont crack case figure mature relationship two overgrown adolescents grow freshmen real men college might best thing ever happened theyre 21 anymore crime comedy action highschool undercovercop buddycomedy jonahhill channingtatum davefranco icecube nickofferman phillord christophermiller
628,interview with the vampire,a vampire relates his epic life story of love betrayal loneliness and dark hunger to an overcurious reporter,drink from me and live forever,"['horror', 'romance']","['paris', 'sanfrancisco', 'vampire', 'plantation', 'pity', 'bite', 'fangvamp']","['bradpitt', 'tomcruise', 'kirstendunst', 'antoniobanderas', 'christianslater']",['neiljordan'],7.2,1516,50.163785,1994,123.0,en,vampire relates epic life story love betrayal loneliness dark hunger overcurious reporter drink live forever horror romance paris sanfrancisco vampire plantation pity bite fangvamp bradpitt tomcruise kirstendunst antoniobanderas christianslater neiljordan
10201,yes man,carl allen has stumbled across a way to shake free of postdivorce blues and a deadend job embrace life and say yes to everything,one word can change everything,['comedy'],"['bungee-jump', 'scooter']","['jimcarrey', 'zooeydeschanel', 'rhysdarby', 'sashaalexander', 'fionnulaflanagan']",['peytonreed'],6.4,1813,43.849351,2008,104.0,en,carl allen stumbled across way shake free postdivorce blues deadend job embrace life say yes everything one word change everything comedy bungee-jump scooter jimcarrey zooeydeschanel rhysdarby sashaalexander fionnulaflanagan peytonreed
302699,central intelligence,after he reunites with an old pal through facebook a mildmannered accountant is lured into the world of international espionage,saving the world takes a little hart and a big johnson,"['action', 'comedy']","['spy', 'cia', 'espionage', 'highschoolreunion', 'referencetofacebook', 'accountant']","['dwaynejohnson', 'kevinhart', 'amyryan', 'aaronpaul', 'daniellenicolet']",['rawsonmarshallthurber'],6.2,1650,45.318703,2016,107.0,en,reunites old pal facebook mildmannered accountant lured world international espionage saving world takes little hart big johnson action comedy spy cia espionage highschoolreunion referencetofacebook accountant dwaynejohnson kevinhart amyryan aaronpaul daniellenicolet rawsonmarshallthurber
9441,stepmom,jackie is a divorced mother of two isabel is the career minded girlfriend of jackies exhusband luke forced into the role of unwelcome stepmother to their children but when jackie discovers she is ill both women realise they must put aside their differences to find a common ground and celebrate life to the fullest while they have the chance,be there for the joy be there for the tears be there for each other,"['drama', 'romance']","['divorce', 'rebelliousdaughter', 'freezeframe', 'custody', 'schoolplay', 'photoshoot']","['juliaroberts', 'susansarandon', 'edharris', 'jenamalone', 'liamaiken']",['chriscolumbus'],6.9,277,16.368283,1998,124.0,en,jackie divorced mother two isabel career minded girlfriend jackies exhusband luke forced role unwelcome stepmother children jackie discovers ill women realise must put aside differences find common ground celebrate life fullest chance joy tears drama romance divorce rebelliousdaughter freezeframe custody schoolplay photoshoot juliaroberts susansarandon edharris jenamalone liamaiken chriscolumbus
274167,daddys home,the story of a mildmannered radio executive ferrell who strives to become the best stepdad ever to his wifes two children but complications ensue when their freewheeling freeloading real father arrives forcing stepdad to compete for the affection of the kids,choose your daddy,['comedy'],['daddyshome'],"['willferrell', 'markwahlberg', 'lindacardellini', 'thomashadenchurch', 'scarlettestevez']",['seananders'],5.8,854,38.616744,2015,96.0,en,story mildmannered radio executive ferrell strives become best stepdad ever wifes two children complications ensue freewheeling freeloading real father arrives forcing stepdad compete affection kids choose daddy comedy daddyshome willferrell markwahlberg lindacardellini thomashadenchurch scarlettestevez seananders
224141,into the woods,in a woods filled with magic and fairy tale characters a baker and his wife set out to end the curse put on them by their neighbor a spiteful witch,be careful what you wish for,"['fantasy', 'comedy', 'music']","['witch', 'cinderella', 'prince', 'fairytale', 'musical', 'princess', 'sondheim', 'curse', 'basedonstagemusical', 'beanstalk', 'duringcreditsstinger', 'redridinghood']","['merylstreep', 'emilyblunt', 'jamescorden', 'annakendrick', 'chrispine']",['robmarshall'],5.6,1652,65.90161,2014,125.0,en,woods filled magic fairy tale characters baker wife set end curse put neighbor spiteful witch careful wish fantasy comedy music witch cinderella prince fairytale musical princess sondheim curse basedonstagemusical beanstalk redridinghood merylstreep emilyblunt jamescorden annakendrick chrispine robmarshall
388,inside man,bank robber dalton russell enters a manhattan bank locks the doors and takes hostages working methodically and without haste detective frazier is assigned to negotiate but his mind is occupied with the corruption charges he is facing with an army of police surrounding the bank the thief the cop and a highprofile fixer enter highstakes negotiations,it looked like the perfect bank robbery but you cant judge a crime by its cover,"['crime', 'drama', 'thriller']","['bankmanager', 'kidnapping', 'nazibackground', 'document', 'ultimatum', 'courtcase', 'heist', 'financialtransactions']","['denzelwashington', 'cliveowen', 'jodiefoster', 'christopherplummer', 'willemdafoe']",['spikelee'],7.3,1630,45.220386,2006,129.0,en,bank robber dalton russell enters manhattan bank locks doors takes hostages working methodically without haste detective frazier assigned negotiate mind occupied corruption charges facing army police surrounding bank thief cop highprofile fixer enter highstakes negotiations looked like perfect bank robbery cant judge crime cover crime drama thriller bankmanager kidnapping nazibackground document ultimatum courtcase heist financialtransactions denzelwashington cliveowen jodiefoster christopherplummer willemdafoe spikelee
2112,payback,with friends like these who needs enemies thats the question bad guy porter is left asking after his wife and partner steal his heist money and leave him for dead or so they think five months and an endless reservoir of bitterness later porters partners and the crooked cops on his tail learn how bad payback can be,no more mr nice guy,"['drama', 'action', 'thriller', 'crime']","['newyork', 'heroin', 'money', 'criminal']","['melgibson', 'kriskristofferson', 'gregghenry', 'mariabello', 'davidpaymer']",['brianhelgeland'],6.7,548,17.457947,1999,100.0,en,friends like needs enemies thats question bad guy porter left asking wife partner steal heist money leave dead think five months endless reservoir bitterness later porters partners crooked cops tail learn bad payback mr nice guy drama action thriller crime newyork heroin money criminal melgibson kriskristofferson gregghenry mariabello davidpaymer brianhelgeland
10329,congo,eight people embark on an expedition into the congo a mysterious expanse of unexplored africa where human greed and the laws of nature have gone berserk when the thrillseekers some with ulterior motives stumble across a race of killer apes,where you are the endangered species,"['action', 'adventure', 'drama', 'mystery', 'sciencefiction', 'thriller']","['gorilla', 'kongo', 'diamondmine', 'diamond']","['lauralinney', 'dylanwalsh', 'erniehudson', 'timcurry', 'grantheslov']",['frankmarshall'],5.0,213,10.755847,1995,109.0,en,eight people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk thrillseekers ulterior motives stumble across race killer apes endangered species action adventure drama mystery sciencefiction thriller gorilla kongo diamondmine diamond lauralinney dylanwalsh erniehudson timcurry grantheslov frankmarshall
74465,we bought a zoo,benjamin has lost his wife and in a bid to start his life over purchases a large house that has a zoo welcome news for his daughter but his son is not happy about it the zoo is need of renovation and benjamin sets about the work with the head keeper and the rest of the staff but the zoo soon runs into financial trouble,a true zoo story,"['drama', 'comedy', 'family']",['zoo'],"['mattdamon', 'scarlettjohansson', 'thomashadenchurch', 'colinford', 'maggieelizabethjones']",['cameroncrowe'],6.5,909,38.629763,2011,124.0,en,benjamin lost wife bid start life purchases large house zoo welcome news daughter son happy zoo need renovation benjamin sets work head keeper rest staff zoo soon runs financial trouble true zoo story drama comedy family zoo mattdamon scarlettjohansson thomashadenchurch colinford maggieelizabethjones cameroncrowe
13811,knowing,a teacher opens a time capsule that has been dug up at his sons elementary school in it are some chilling predictions some that have already occurred and others that are about to that lead him to believe his family plays a role in the events that are about to unfold,knowing is everything,"['action', 'adventure', 'drama', 'mystery', 'sciencefiction', 'thriller']","['cataclysm', 'code', 'suspense', 'endoftheworld', 'timecapsule', 'astrophysicist', 'grievingwidower', 'lexingtonmassachusetts', 'westfordmassachusetts', 'prediction', 'researcher', 'numbers', 'news']","['nicolascage', 'rosebyrne', 'chandlercanterbury', 'benmendelsohn', 'nadiatownsend']",['alexproyas'],5.9,1486,32.693093,2009,121.0,en,teacher opens time capsule dug sons elementary school chilling predictions already occurred others lead believe family plays role events unfold knowing everything action adventure drama mystery sciencefiction thriller cataclysm code suspense endoftheworld timecapsule astrophysicist grievingwidower lexingtonmassachusetts westfordmassachusetts prediction researcher numbers news nicolascage rosebyrne chandlercanterbury benmendelsohn nadiatownsend alexproyas
